[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.017446s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.023864s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_catalog` [ RunTime:0.108786s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | SQL: SELECT `id`,`f_cata` FROM `think_catalog` WHERE f_id=0  [ RunTime:0.029913s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_link` [ RunTime:0.085450s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | SQL: SELECT `id`,`addr`,`info` FROM `think_link`  [ RunTime:0.017855s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_tongzhi` [ RunTime:0.058886s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | SQL: SELECT `id`,`title`,`content`,`name`,`dt` FROM `think_tongzhi`  [ RunTime:0.001140s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: username functions.php 第 441 行.
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --START--
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Run LocationTemplate Behavior [ RunTime:0.047995s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.048113s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Run ParseTemplate Behavior [ RunTime:0.112393s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.112539s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Run ContentReplace Behavior [ RunTime:0.001253s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Run TokenBuild Behavior [ RunTime:0.003963s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000837s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001006s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007341s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --START--
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001107s ]
[ 2012-09-22T08:08:26+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001193s ]
[ 2012-09-22T08:53:42+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.128653s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.128787s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_catalog` [ RunTime:0.022090s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | SQL: SELECT `id`,`f_cata` FROM `think_catalog` WHERE f_id=0  [ RunTime:0.000442s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_link` [ RunTime:0.030112s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | SQL: SELECT `id`,`addr`,`info` FROM `think_link`  [ RunTime:0.020001s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_tongzhi` [ RunTime:0.022225s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | SQL: SELECT `id`,`title`,`content`,`name`,`dt` FROM `think_tongzhi`  [ RunTime:0.007071s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: username functions.php 第 441 行.
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --START--
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Run LocationTemplate Behavior [ RunTime:0.038756s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.038903s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Run ParseTemplate Behavior [ RunTime:0.120934s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.121059s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Run ContentReplace Behavior [ RunTime:0.003935s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Run TokenBuild Behavior [ RunTime:0.002340s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001081s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001070s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008688s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:28) View.class.php 第 120 行.
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:28) View.class.php 第 121 行.
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:28) View.class.php 第 122 行.
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --START--
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001937s ]
[ 2012-09-22T08:53:43+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002031s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000876s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000979s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_catalog` [ RunTime:0.002382s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | SQL: SELECT `id`,`f_cata` FROM `think_catalog` WHERE f_id=0  [ RunTime:0.000654s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_link` [ RunTime:0.003173s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | SQL: SELECT `id`,`addr`,`info` FROM `think_link`  [ RunTime:0.001487s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_tongzhi` [ RunTime:0.002850s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | SQL: SELECT `id`,`title`,`content`,`name`,`dt` FROM `think_tongzhi`  [ RunTime:0.001477s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: username functions.php 第 441 行.
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --START--
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001272s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001377s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Run ParseTemplate Behavior [ RunTime:0.014759s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014881s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Run ContentReplace Behavior [ RunTime:0.000639s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Run TokenBuild Behavior [ RunTime:0.000615s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000435s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Run ShowRuntime Behavior [ RunTime:0.003641s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005581s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --START--
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001125s ]
[ 2012-09-22T08:54:47+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001212s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ route_check ] --START--
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Run CheckRoute Behavior [ RunTime:0.001326s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001439s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ app_begin ] --START--
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000805s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000876s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | SQL: SHOW COLUMNS FROM `think_login` [ RunTime:0.060691s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | SQL: SELECT * FROM `think_login` WHERE username='1091306420' and pwd='123' LIMIT 1   [ RunTime:0.031649s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | SQL: UPDATE `think_login` SET `id`='29',`username`='1091306420',`pwd`='123',`name`='邱燕',`num`='1091306420',`clas`='嵌入1091',`sex`='女',`qq`='948609452',`mails`=null,`phone`=null,`addr`=null,`getpassword`=null,`ntime`=null,`logintimes`=19,`s_img`=null WHERE username='1091306420' [ RunTime:0.019651s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | NOTIC: [8] Use of undefined constant username - assumed 'username' IndexAction.class.php 第 83 行.
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_template ] --START--
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000881s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000953s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_parse ] --START--
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Run ParseTemplate Behavior [ RunTime:0.035233s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.035361s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_filter ] --START--
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Run ContentReplace Behavior [ RunTime:0.000644s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Run TokenBuild Behavior [ RunTime:0.000618s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000411s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000694s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002586s ]
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:81) View.class.php 第 120 行.
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:81) View.class.php 第 121 行.
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:81) View.class.php 第 122 行.
[ 2012-09-22T16:32:13+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_end ] --START--
