[ 2012-12-11T20:03:30+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --START--
[ 2012-12-11T20:03:30+08:00 ] /xxx2/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003589s ]
[ 2012-12-11T20:03:30+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.021106s ]
[ 2012-12-11T20:03:30+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) IndexAction.class.php 第 6 行.
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_catalog` [ RunTime:0.195337s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | SQL: SELECT `id`,`f_cata` FROM `think_catalog` WHERE f_id=0 ORDER BY id asc  [ RunTime:0.035536s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_link` [ RunTime:0.085438s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | SQL: SELECT `id`,`addr`,`info` FROM `think_link` ORDER BY id desc  [ RunTime:0.028969s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_tongzhi` [ RunTime:0.057946s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | SQL: SELECT `id`,`title`,`content`,`name`,`dt` FROM `think_tongzhi` ORDER BY id desc  [ RunTime:0.001123s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: username functions.php 第 441 行.
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --START--
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Run LocationTemplate Behavior [ RunTime:0.067429s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.067541s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --START--
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: addr d046431aa157c89f3a1c30c426be003b.php 第 89 行.
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: addr d046431aa157c89f3a1c30c426be003b.php 第 90 行.
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: addr d046431aa157c89f3a1c30c426be003b.php 第 91 行.
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Run ParseTemplate Behavior [ RunTime:0.074431s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.074515s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --START--
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Run ContentReplace Behavior [ RunTime:0.026406s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Run TokenBuild Behavior [ RunTime:0.001534s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000969s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001195s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.030328s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) View.class.php 第 120 行.
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) View.class.php 第 121 行.
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) View.class.php 第 122 行.
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --START--
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001084s ]
[ 2012-12-11T20:03:31+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001152s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ route_check ] --START--
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Run CheckRoute Behavior [ RunTime:0.050762s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.050898s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ app_begin ] --START--
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001575s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001674s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | NOTIC: [8] A session had already been started - ignoring session_start() IndexAction.class.php 第 75 行.
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) IndexAction.class.php 第 76 行.
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | SQL: SHOW COLUMNS FROM `think_login` [ RunTime:0.091519s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | SQL: SELECT * FROM `think_login` WHERE username='admin' and pwd='21232f297a57a5a743894a0e4a801fc3' LIMIT 1   [ RunTime:0.162558s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | SQL: SHOW COLUMNS FROM `think_teacher` [ RunTime:0.167450s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | SQL: SELECT * FROM `think_teacher` WHERE username='admin' and pwd='admin' LIMIT 1   [ RunTime:0.001206s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | NOTIC: [8] Undefined index: logins IndexAction.class.php 第 98 行.
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | SQL: UPDATE `think_login` SET `id`='1',`username`='admin',`pwd`='admin',`name`='朱全银',`phone`='2',`qq`='3' WHERE username='admin' [ RunTime:0.097969s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | NOTIC: [8] Use of undefined constant username - assumed 'username' IndexAction.class.php 第 100 行.
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | NOTIC: [8] Use of undefined constant shenfen - assumed 'shenfen' IndexAction.class.php 第 101 行.
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_template ] --START--
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001481s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001569s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_parse ] --START--
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Run ParseTemplate Behavior [ RunTime:0.065730s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.066037s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_filter ] --START--
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Run ContentReplace Behavior [ RunTime:0.000927s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Run TokenBuild Behavior [ RunTime:0.001194s ]
[ 2012-12-11T20:05:38+08:00 ] /xxx2/index.php/Index/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000707s ]
