[ 2012-12-03T11:02:10+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --START--
[ 2012-12-03T11:02:10+08:00 ] /xxx2/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002833s ]
[ 2012-12-03T11:02:10+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.008868s ]
[ 2012-12-03T11:02:10+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) IndexAction.class.php 第 6 行.
[ 2012-12-03T11:02:10+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_catalog` [ RunTime:0.095294s ]
[ 2012-12-03T11:02:10+08:00 ] /xxx2/ | SQL: SELECT `id`,`f_cata` FROM `think_catalog` WHERE f_id=0 ORDER BY id asc  [ RunTime:0.013346s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_link` [ RunTime:0.085399s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | SQL: SELECT `id`,`addr`,`info` FROM `think_link` ORDER BY id desc  [ RunTime:0.017902s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_tongzhi` [ RunTime:0.058233s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | SQL: SELECT `id`,`title`,`content`,`name`,`dt` FROM `think_tongzhi` ORDER BY id desc  [ RunTime:0.000665s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: username functions.php 第 441 行.
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --START--
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Run LocationTemplate Behavior [ RunTime:0.044656s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.044766s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --START--
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: addr d046431aa157c89f3a1c30c426be003b.php 第 89 行.
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: addr d046431aa157c89f3a1c30c426be003b.php 第 90 行.
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: addr d046431aa157c89f3a1c30c426be003b.php 第 91 行.
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Run ParseTemplate Behavior [ RunTime:0.063234s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.063316s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --START--
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Run ContentReplace Behavior [ RunTime:0.001099s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Run TokenBuild Behavior [ RunTime:0.001249s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000894s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001146s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004585s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) View.class.php 第 120 行.
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) View.class.php 第 121 行.
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) View.class.php 第 122 行.
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --START--
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001885s ]
[ 2012-12-03T11:02:11+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001967s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ route_check ] --START--
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Run CheckRoute Behavior [ RunTime:0.041660s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.041788s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ app_begin ] --START--
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000843s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000916s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | NOTIC: [8] A session had already been started - ignoring session_start() IndexAction.class.php 第 75 行.
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) IndexAction.class.php 第 76 行.
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | SQL: SHOW COLUMNS FROM `think_login` [ RunTime:0.126040s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | SQL: SELECT * FROM `think_login` WHERE username='admin' and pwd='21232f297a57a5a743894a0e4a801fc3' LIMIT 1   [ RunTime:0.018029s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | SQL: SHOW COLUMNS FROM `think_teacher` [ RunTime:0.077010s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | SQL: SELECT * FROM `think_teacher` WHERE username='admin' and pwd='admin' LIMIT 1   [ RunTime:0.002073s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | NOTIC: [8] Undefined index: logins IndexAction.class.php 第 98 行.
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | SQL: UPDATE `think_login` SET `id`='1',`username`='admin',`pwd`='admin',`name`='朱全银',`phone`='2',`qq`='3' WHERE username='admin' [ RunTime:0.010176s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | NOTIC: [8] Use of undefined constant username - assumed 'username' IndexAction.class.php 第 100 行.
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | NOTIC: [8] Use of undefined constant shenfen - assumed 'shenfen' IndexAction.class.php 第 101 行.
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_template ] --START--
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001525s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001617s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_parse ] --START--
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Run ParseTemplate Behavior [ RunTime:0.025800s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025905s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_filter ] --START--
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Run ContentReplace Behavior [ RunTime:0.000439s ]
[ 2012-12-03T11:02:26+08:00 ] /xxx2/index.php/Index/login | INFO: Run TokenBuild Behavior [ RunTime:0.000441s ]
